Address	Arkham - Entity	Arkham - Twitter	Arkham - Tags
0x41bc7d0687e6cea57fa26da78379dfdc5627c56d			Contract Deployer, KyberSwap Elastic Pool Deployer, ERC20 Token Deployer, Early WSG Holder, OpenSea User, ERC20 Token Deployer, Balancer BPool Deployer, Uniswap V3 Pool Deployer, Contract Deployer, Early ALUSD Holder, Early BADGER Holder, Early FEI Holder, Early FARM Holder, Early BDP Holder, Early GAS Holder, Early HOP Holder, Early BAL Holder, Early DODO Holder, Early YFII Holder, Early CRV Holder, Early SDT Holder, Early TRIBE Holder, Early BALPHA Holder, Early 1INCH Holder, Early MASK Holder, Early RADAR Holder, Early GEAR Holder, Early YFI Holder, Early SASHIMI Holder, Early CVX Holder, Early PSP Holder, Early UNI Holder, Early DIGG Holder, Early BPT Holder, Early EURA Holder, Early ALCX Holder, Gas DAO Governance Delegator, Euler Finance Governance Delegator, YAM.finance Governance Delegator, Tokenized ETH2 Staker, Contract Deployer, KyberSwap Elastic Pool Deployer, ERC20 Token Deployer, Optimism Governance Delegator, Contract Deployer, Tornado Cash Depositor, QuickSwap V2 Pool Deployer, ERC20 Token Deployer
0x81e0e73ce05596acdfa78228e8e06788f3f65aa0			
0xa0ad15548f10b0a45aa4dac07612420eccca09d7			Early CPO Holder, Early PLSPAD Holder, Early SCAR Holder, Early LFG Holder, Early GZONE Holder, "kneuroal" on OpenSea, Early SOS Holder
0x9c9a4ee9c704794e5c23efea5fc067c26b35936c			Tokenized ETH2 Staker
0x1178232aba263e07545cb97020b3117fad1515f4			
0x334f12afb7d8740868be04719639616533075234			SushiSwap V2 Pool Deployer, Tornado Cash Depositor, ERC20 Token Deployer, Contract Deployer, Early CRV Holder, Early SASHIMI Holder, Early PICKLE Holder, Early SUSHI Holder, Early BDP Holder, Early BAC Holder, Early UNI Holder, Snapshot Delegate for 0xAdF0E9b0AC37AedadC66C0680791ebeA8F8e4Dac, Tokenized ETH2 Staker, Optimism Governance Delegator
0x807a2e2e469df84b299da5f90f15dda4380daca1			
0x3686eacfb8cbf64334b8b39040d9b6117dcf2a2b			
0x31f4ee28f2fb544e54a981eaa9a7a4eac7b9a07b			Contract Deployer, Tokenized ETH2 Staker
0x2326d4fb2737666dda96bd6314e3d4418246cfe8	@mj2326	https://twitter.com/mj2326	Individual, Individual, Early QI Holder, Early ACRE Holder, Individual, Contract Deployer, Early TOSHI Holder, Early AERO Holder, Early DUDE Holder, Individual, Early EPS Holder, Individual, OpenSea User, Tornado Cash Recipient, sudoswap Pool Deployer, Tornado Cash Depositor, Uniswap V3 Pool Deployer, Contract Deployer, Early SUDO Holder, Early 1INCH Holder, Early BAC Holder, Early BONE Holder, Early ALCX Holder, Early COFI Holder, Early BDP Holder, Early MPH Holder, Early ALUSD Holder, Early BADGER Holder, Early STG Holder, Early SDT Holder, Early GAS Holder, Early RAI Holder, Early FEI Holder, Early TRIBE Holder, Early GEAR Holder, Early FRAX Holder, Early OHM Holder, Early SOS Holder, Early SFI Holder, Early CVX Holder, Early FXS Holder, Early GYSR Holder, Early CUNI Holder, Early PDT Holder, Early OX OLD Holder, Early BANK Holder, Early ESPR Holder, Early CHART Holder, Early YVE-CRVDAO Holder, Early CRVUSD Holder, Early MKUSD Holder, sudoswap DAO Governance Voter, Euler Finance Governance Delegator, sudoswap DAO Governance Delegator, Snapshot Delegator to 0xde1E6A7ED0ad3F61D531a8a78E83CcDdbd6E0c49, BLUR Airdrop Recipient, Tokenized ETH2 Staker, Individual, Individual, Individual, Individual, Contract Deployer, Individual
0x634a3a9332d393e055eb42be21518e431b4761ff			Contract Deployer, Tokenized ETH2 Staker
0x6af8a4f698cb6bd4f0fdf7437196552d3c9d7fc2			
0x0238f32acf2ec7c86e7813414173271de4a30293			
